journal,issn,doi,url
Political Science Quarterly,0032-3195,10.1002/polq.12839,https://doi.org/10.1002/polq.12839
Socio-Economic Review,1475-1461,10.1093/ser/mwv036,https://doi.org/10.1093/ser/mwv036
International Affairs,0020-5850,10.1093/ia/iix247,https://doi.org/10.1093/ia/iix247
Socio-Economic Review,1475-1461,10.1093/ser/mwz005,https://doi.org/10.1093/ser/mwz005
Socio-Economic Review,1475-1461,10.1093/ser/mwae018,https://doi.org/10.1093/ser/mwae018
European Journal of International Law,0938-5428,10.1093/ejil/chq008,https://doi.org/10.1093/ejil/chq008
African Affairs,0001-9909,10.1093/afraf/adaa023,https://doi.org/10.1093/afraf/adaa023
International Studies Quarterly,0020-8833,10.1093/isq/sqw024,https://doi.org/10.1093/isq/sqw024
International Affairs,0020-5850,10.1111/j.1468-2346.2012.01056.x,https://doi.org/10.1111/j.1468-2346.2012.01056.x
Public Opinion Quarterly,0033-362X,10.1093/poq/nfy009,https://doi.org/10.1093/poq/nfy009
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjt006,https://doi.org/10.1093/publius/pjt006
International Political Sociology,1749-5679,10.1093/ips/olab036,https://doi.org/10.1093/ips/olab036
International Political Sociology,1749-5679,10.1093/ips/olaa008,https://doi.org/10.1093/ips/olaa008
African Affairs,0001-9909,10.1093/afraf/ady004,https://doi.org/10.1093/afraf/ady004
International Studies Review,1521-9488,10.1093/isr/viac031,https://doi.org/10.1093/isr/viac031
International Studies Quarterly,0020-8833,10.1093/isq/sqab036,https://doi.org/10.1093/isq/sqab036
Science and Public Policy,0302-3427,10.1093/scipol/scaa028,https://doi.org/10.1093/scipol/scaa028
European Journal of International Law,0938-5428,10.1093/ejil/chu082,https://doi.org/10.1093/ejil/chu082
International Political Sociology,1749-5679,10.1093/ips/olad003,https://doi.org/10.1093/ips/olad003
Foreign Policy Analysis,1743-8586,10.1093/fpa/orab034,https://doi.org/10.1093/fpa/orab034
Political Science Quarterly,0032-3195,10.1002/polq.13086,https://doi.org/10.1002/polq.13086
Socio-Economic Review,1475-1461,10.1093/ser/mwaa016,https://doi.org/10.1093/ser/mwaa016
International Affairs,0020-5850,10.1093/ia/iiac231,https://doi.org/10.1093/ia/iiac231
International Affairs,0020-5850,10.1111/j.1468-2346.2011.00992.x,https://doi.org/10.1111/j.1468-2346.2011.00992.x
International Affairs,0020-5850,10.1093/ia/iiac007,https://doi.org/10.1093/ia/iiac007
International Affairs,0020-5850,10.1111/1468-2346.12574,https://doi.org/10.1111/1468-2346.12574
Science and Public Policy,0302-3427,10.1093/scipol/scz031,https://doi.org/10.1093/scipol/scz031
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edab008,https://doi.org/10.1093/ijpor/edab008
African Affairs,0001-9909,10.1093/afraf/ady064,https://doi.org/10.1093/afraf/ady064
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvae007,https://doi.org/10.1093/ppmgov/gvae007
Foreign Policy Analysis,1743-8586,10.1111/j.1743-8594.2012.00199.x,https://doi.org/10.1111/j.1743-8594.2012.00199.x
International Affairs,0020-5850,10.1093/ia/iiac161,https://doi.org/10.1093/ia/iiac161
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edu018,https://doi.org/10.1093/ijpor/edu018
African Affairs,0001-9909,10.1093/afraf/adad014,https://doi.org/10.1093/afraf/adad014
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2010.tb02095.x,https://doi.org/10.1002/j.1538-165x.2010.tb02095.x
African Affairs,0001-9909,10.1093/afraf/adw067,https://doi.org/10.1093/afraf/adw067
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut075,https://doi.org/10.1093/jopart/mut075
Political Science Quarterly,0032-3195,10.1002/polq.12105,https://doi.org/10.1002/polq.12105
Policy and Society,1449-4035,10.1016/j.polsoc.2011.07.005,https://doi.org/10.1016/j.polsoc.2011.07.005
Public Opinion Quarterly,0033-362X,10.1093/poq/nfaa015,https://doi.org/10.1093/poq/nfaa015
Science and Public Policy,0302-3427,10.1093/scipol/scac029,https://doi.org/10.1093/scipol/scac029
African Affairs,0001-9909,10.1093/afraf/adw062,https://doi.org/10.1093/afraf/adw062
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjr028,https://doi.org/10.1093/publius/pjr028
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mux030,https://doi.org/10.1093/jopart/mux030
Parliamentary Affairs,0031-2290,10.1093/pa/gsu024,https://doi.org/10.1093/pa/gsu024
International Studies Perspectives,1528-3577,10.1093/isp/ekac020,https://doi.org/10.1093/isp/ekac020
Human Rights Law Review,1461-7781,10.1093/hrlr/ngad009,https://doi.org/10.1093/hrlr/ngad009
International Affairs,0020-5850,10.1111/1468-2346.12248,https://doi.org/10.1111/1468-2346.12248
International Studies Quarterly,0020-8833,10.1093/isq/sqae004,https://doi.org/10.1093/isq/sqae004
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijt030,https://doi.org/10.1093/ijtj/ijt030
European Journal of International Law,0938-5428,10.1093/ejil/chaa039,https://doi.org/10.1093/ejil/chaa039
International Studies Quarterly,0020-8833,10.1093/isq/sqx064,https://doi.org/10.1093/isq/sqx064
International Affairs,0020-5850,10.1093/ia/iiz053,https://doi.org/10.1093/ia/iiz053
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2010.tb00690.x,https://doi.org/10.1002/j.1538-165x.2010.tb00690.x
Public Opinion Quarterly,0033-362X,10.1093/poq/nfv080,https://doi.org/10.1093/poq/nfv080
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2012.00727.x,https://doi.org/10.1111/j.1468-2478.2012.00727.x
Human Rights Law Review,1461-7781,10.1093/hrlr/ngq032,https://doi.org/10.1093/hrlr/ngq032
Political Science Quarterly,0032-3195,10.1002/polq.12343,https://doi.org/10.1002/polq.12343
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvx012,https://doi.org/10.1093/ppmgov/gvx012
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu033,https://doi.org/10.1093/jopart/muu033
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muac042,https://doi.org/10.1093/jopart/muac042
European Journal of International Law,0938-5428,10.1093/ejil/chr093,https://doi.org/10.1093/ejil/chr093
Foreign Policy Analysis,1743-8586,10.1111/fpa.12075,https://doi.org/10.1111/fpa.12075
Science and Public Policy,0302-3427,10.1093/scipol/scx031,https://doi.org/10.1093/scipol/scx031
International Political Sociology,1749-5679,10.1111/j.1749-5687.2011.00145_2.x,https://doi.org/10.1111/j.1749-5687.2011.00145_2.x
International Affairs,0020-5850,10.1111/1468-2346.12673,https://doi.org/10.1111/1468-2346.12673
African Affairs,0001-9909,10.1093/afraf/adab008,https://doi.org/10.1093/afraf/adab008
Parliamentary Affairs,0031-2290,10.1093/pa/gst004,https://doi.org/10.1093/pa/gst004
Political Science Quarterly,0032-3195,10.1002/polq.13386,https://doi.org/10.1002/polq.13386
Human Rights Law Review,1461-7781,10.1093/hrlr/ngaa010,https://doi.org/10.1093/hrlr/ngaa010
International Studies Review,1521-9488,10.1093/isr/viaa016,https://doi.org/10.1093/isr/viaa016
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edt035,https://doi.org/10.1093/ijpor/edt035
African Affairs,0001-9909,10.1093/afraf/adx040,https://doi.org/10.1093/afraf/adx040
Socio-Economic Review,1475-1461,10.1093/ser/mwq025,https://doi.org/10.1093/ser/mwq025
Political Science Quarterly,0032-3195,10.1002/polq.12097,https://doi.org/10.1002/polq.12097
Socio-Economic Review,1475-1461,10.1093/ser/mwv027,https://doi.org/10.1093/ser/mwv027
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2010.tb02031.x,https://doi.org/10.1002/j.1538-165x.2010.tb02031.x
Public Opinion Quarterly,0033-362X,10.1093/poq/nfy048,https://doi.org/10.1093/poq/nfy048
European Journal of International Law,0938-5428,10.1093/ejil/chab051,https://doi.org/10.1093/ejil/chab051
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2011.00658.x,https://doi.org/10.1111/j.1468-2478.2011.00658.x
Political Science Quarterly,0032-3195,10.1002/polq.12269,https://doi.org/10.1002/polq.12269
European Journal of International Law,0938-5428,10.1093/ejil/chab102,https://doi.org/10.1093/ejil/chab102
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muv049,https://doi.org/10.1093/jopart/muv049
International Affairs,0020-5850,10.1093/ia/iiaa053,https://doi.org/10.1093/ia/iiaa053
International Studies Quarterly,0020-8833,10.1093/isq/sqad097,https://doi.org/10.1093/isq/sqad097
African Affairs,0001-9909,10.1093/afraf/adv013,https://doi.org/10.1093/afraf/adv013
Political Science Quarterly,0032-3195,10.1002/polq.12386,https://doi.org/10.1002/polq.12386
International Studies Review,1521-9488,10.1093/isr/vix032,https://doi.org/10.1093/isr/vix032
Political Science Quarterly,0032-3195,10.1002/polq.12823,https://doi.org/10.1002/polq.12823
Parliamentary Affairs,0031-2290,10.1093/pa/gsab050,https://doi.org/10.1093/pa/gsab050
International Studies Review,1521-9488,10.1111/misr.2012.14.issue-2,https://doi.org/10.1111/misr.2012.14.issue-2
International Studies Perspectives,1528-3577,10.1111/j.1528-3585.2009.00392.x,https://doi.org/10.1111/j.1528-3585.2009.00392.x
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poaa007,https://doi.org/10.1093/cjip/poaa007
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muw040,https://doi.org/10.1093/jopart/muw040
Science and Public Policy,0302-3427,10.1093/scipol/scab012,https://doi.org/10.1093/scipol/scab012
Human Rights Law Review,1461-7781,10.1093/hrlr/ngab022,https://doi.org/10.1093/hrlr/ngab022
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2011.00709.x,https://doi.org/10.1111/j.1468-2478.2011.00709.x
Human Rights Law Review,1461-7781,10.1093/hrlr/ngad040,https://doi.org/10.1093/hrlr/ngad040
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijx006,https://doi.org/10.1093/ijtj/ijx006
International Affairs,0020-5850,10.1093/ia/iiae010,https://doi.org/10.1093/ia/iiae010
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mux022,https://doi.org/10.1093/jopart/mux022
International Affairs,0020-5850,10.1093/ia/iix083,https://doi.org/10.1093/ia/iix083
International Studies Review,1521-9488,10.1111/misr.2010.12.issue-4,https://doi.org/10.1111/misr.2010.12.issue-4
International Affairs,0020-5850,10.1111/j.1468-2346.2010.00908.x,https://doi.org/10.1111/j.1468-2346.2010.00908.x
African Affairs,0001-9909,10.1093/afraf/adq069,https://doi.org/10.1093/afraf/adq069
Science and Public Policy,0302-3427,10.3152/030234211x12960315267778,https://doi.org/10.3152/030234211x12960315267778
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2011.00662.x,https://doi.org/10.1111/j.1468-2478.2011.00662.x
African Affairs,0001-9909,10.1093/afraf/ady028,https://doi.org/10.1093/afraf/ady028
International Affairs,0020-5850,10.1093/ia/iiy216,https://doi.org/10.1093/ia/iiy216
Parliamentary Affairs,0031-2290,10.1093/pa/gsae042,https://doi.org/10.1093/pa/gsae042
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edv033,https://doi.org/10.1093/ijpor/edv033
International Affairs,0020-5850,10.1111/1468-2346.12482,https://doi.org/10.1111/1468-2346.12482
Science and Public Policy,0302-3427,10.1093/scipol/scab064,https://doi.org/10.1093/scipol/scab064
International Affairs,0020-5850,10.1093/ia/iiw009,https://doi.org/10.1093/ia/iiw009
Public Opinion Quarterly,0033-362X,10.1093/poq/nfv021,https://doi.org/10.1093/poq/nfv021
Socio-Economic Review,1475-1461,10.1093/ser/mwz020,https://doi.org/10.1093/ser/mwz020
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muae018,https://doi.org/10.1093/jopart/muae018
International Studies Quarterly,0020-8833,10.1093/isq/sqaa048,https://doi.org/10.1093/isq/sqaa048
Public Opinion Quarterly,0033-362X,10.1093/poq/nfad035,https://doi.org/10.1093/poq/nfad035
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy016,https://doi.org/10.1093/hrlr/ngy016
Public Opinion Quarterly,0033-362X,10.1093/poq/nfac037,https://doi.org/10.1093/poq/nfac037
International Affairs,0020-5850,10.1093/ia/iiac027,https://doi.org/10.1093/ia/iiac027
European Journal of International Law,0938-5428,10.1093/ejil/chq015,https://doi.org/10.1093/ejil/chq015
Public Opinion Quarterly,0033-362X,10.1093/poq/nfv038,https://doi.org/10.1093/poq/nfv038
International Studies Quarterly,0020-8833,10.1093/isq/sqy012,https://doi.org/10.1093/isq/sqy012
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijac017,https://doi.org/10.1093/ijtj/ijac017
International Studies Quarterly,0020-8833,10.1093/isq/sqae133,https://doi.org/10.1093/isq/sqae133
Parliamentary Affairs,0031-2290,10.1093/pa/gsx073,https://doi.org/10.1093/pa/gsx073
Foreign Policy Analysis,1743-8586,10.1093/fpa/oraa019,https://doi.org/10.1093/fpa/oraa019
International Studies Quarterly,0020-8833,10.1111/isqu.12135,https://doi.org/10.1111/isqu.12135
International Affairs,0020-5850,10.1093/ia/iiaa005,https://doi.org/10.1093/ia/iiaa005
Political Science Quarterly,0032-3195,10.1002/polq.13371,https://doi.org/10.1002/polq.13371
International Studies Review,1521-9488,10.1111/misr.2010.12.issue-1,https://doi.org/10.1111/misr.2010.12.issue-1
Parliamentary Affairs,0031-2290,10.1093/pa/gsab053,https://doi.org/10.1093/pa/gsab053
Political Science Quarterly,0032-3195,10.1093/psquar/qqad060,https://doi.org/10.1093/psquar/qqad060
International Studies Quarterly,0020-8833,10.1093/isq/sqz069,https://doi.org/10.1093/isq/sqz069
Public Opinion Quarterly,0033-362X,10.1093/poq/nfw035,https://doi.org/10.1093/poq/nfw035
Parliamentary Affairs,0031-2290,10.1093/pa/gsac021,https://doi.org/10.1093/pa/gsac021
International Affairs,0020-5850,10.1111/j.1468-2346.2010.00903.x,https://doi.org/10.1111/j.1468-2346.2010.00903.x
International Affairs,0020-5850,10.1093/ia/iiac295,https://doi.org/10.1093/ia/iiac295
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjab025,https://doi.org/10.1093/publius/pjab025
International Studies Quarterly,0020-8833,10.1093/isq/sqy047,https://doi.org/10.1093/isq/sqy047
International Studies Perspectives,1528-3577,10.1093/isp/ekae015,https://doi.org/10.1093/isp/ekae015
Socio-Economic Review,1475-1461,10.1093/ser/mwab028,https://doi.org/10.1093/ser/mwab028
African Affairs,0001-9909,10.1093/afraf/adv025,https://doi.org/10.1093/afraf/adv025
International Studies Quarterly,0020-8833,10.1093/isq/sqw033,https://doi.org/10.1093/isq/sqw033
Parliamentary Affairs,0031-2290,10.1093/pa/gsz049,https://doi.org/10.1093/pa/gsz049
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut054,https://doi.org/10.1093/jopart/mut054
Science and Public Policy,0302-3427,10.1093/scipol/scs107,https://doi.org/10.1093/scipol/scs107
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2010.tb00674.x,https://doi.org/10.1002/j.1538-165x.2010.tb00674.x
Policy and Society,1449-4035,10.1093/polsoc/puac015,https://doi.org/10.1093/polsoc/puac015
Foreign Policy Analysis,1743-8586,10.1111/fpa.12047,https://doi.org/10.1111/fpa.12047
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edz008,https://doi.org/10.1093/ijpor/edz008
Human Rights Law Review,1461-7781,10.1093/hrlr/ngv008,https://doi.org/10.1093/hrlr/ngv008
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijab003,https://doi.org/10.1093/ijtj/ijab003
Foreign Policy Analysis,1743-8586,10.1093/isafpa/ory018,https://doi.org/10.1093/isafpa/ory018
International Studies Perspectives,1528-3577,10.1093/isp/ekac009,https://doi.org/10.1093/isp/ekac009
Science and Public Policy,0302-3427,10.1093/scipol/scy002,https://doi.org/10.1093/scipol/scy002
Science and Public Policy,0302-3427,10.1093/scipol/scab050,https://doi.org/10.1093/scipol/scab050
Human Rights Law Review,1461-7781,10.1093/hrlr/ngw009,https://doi.org/10.1093/hrlr/ngw009
Socio-Economic Review,1475-1461,10.1093/ser/mwv009,https://doi.org/10.1093/ser/mwv009
International Political Sociology,1749-5679,10.1111/j.1749-5687.2010.00107_4.x,https://doi.org/10.1111/j.1749-5687.2010.00107_4.x
Foreign Policy Analysis,1743-8586,10.1111/fpa.12010,https://doi.org/10.1111/fpa.12010
International Affairs,0020-5850,10.1111/1468-2346.12761,https://doi.org/10.1111/1468-2346.12761
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijx016,https://doi.org/10.1093/ijtj/ijx016
Science and Public Policy,0302-3427,10.3152/030234210x496646,https://doi.org/10.3152/030234210x496646
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut022,https://doi.org/10.1093/jopart/mut022
Public Opinion Quarterly,0033-362X,10.1093/poq/nfw067,https://doi.org/10.1093/poq/nfw067
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjq035,https://doi.org/10.1093/publius/pjq035
Foreign Policy Analysis,1743-8586,10.1093/fpa/orz008,https://doi.org/10.1093/fpa/orz008
Political Science Quarterly,0032-3195,10.1093/psquar/qqae002,https://doi.org/10.1093/psquar/qqae002
Science and Public Policy,0302-3427,10.1093/scipol/scad070,https://doi.org/10.1093/scipol/scad070
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edy017,https://doi.org/10.1093/ijpor/edy017
International Studies Perspectives,1528-3577,10.1111/insp.12085,https://doi.org/10.1111/insp.12085
European Journal of International Law,0938-5428,10.1093/ejil/chac008,https://doi.org/10.1093/ejil/chac008
International Affairs,0020-5850,10.1111/j.1468-2346.2012.01108.x,https://doi.org/10.1111/j.1468-2346.2012.01108.x
Political Science Quarterly,0032-3195,10.1002/polq.12919,https://doi.org/10.1002/polq.12919
International Studies Quarterly,0020-8833,10.1111/isqu.12214,https://doi.org/10.1111/isqu.12214
International Affairs,0020-5850,10.1093/ia/iix130,https://doi.org/10.1093/ia/iix130
Science and Public Policy,0302-3427,10.3152/030234211x13122939587734,https://doi.org/10.3152/030234211x13122939587734
International Affairs,0020-5850,10.1111/1468-2346.12676,https://doi.org/10.1111/1468-2346.12676
Human Rights Law Review,1461-7781,10.1093/hrlr/ngt026,https://doi.org/10.1093/hrlr/ngt026
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu068,https://doi.org/10.1093/jopart/muu068
International Affairs,0020-5850,10.1093/ia/iiw043,https://doi.org/10.1093/ia/iiw043
Chinese Journal of International Politics,1750-8916,10.1093/cjip/pot009,https://doi.org/10.1093/cjip/pot009
African Affairs,0001-9909,10.1093/afraf/ady061,https://doi.org/10.1093/afraf/ady061
International Affairs,0020-5850,10.1093/ia/iiab193,https://doi.org/10.1093/ia/iiab193
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut070,https://doi.org/10.1093/jopart/mut070
Political Science Quarterly,0032-3195,10.1093/psquar/qqae116,https://doi.org/10.1093/psquar/qqae116
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu022,https://doi.org/10.1093/jopart/muu022
International Studies Perspectives,1528-3577,10.1111/insp.12026,https://doi.org/10.1111/insp.12026
International Affairs,0020-5850,10.1093/ia/iix277,https://doi.org/10.1093/ia/iix277
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muae023,https://doi.org/10.1093/jopart/muae023
Science and Public Policy,0302-3427,10.1093/scipol/scac003,https://doi.org/10.1093/scipol/scac003
African Affairs,0001-9909,10.1093/afraf/adx016,https://doi.org/10.1093/afraf/adx016
European Journal of International Law,0938-5428,10.1093/ejil/chae040,https://doi.org/10.1093/ejil/chae040
International Studies Quarterly,0020-8833,10.1111/isqu.12137,https://doi.org/10.1111/isqu.12137
Foreign Policy Analysis,1743-8586,10.1093/fpa/orw010,https://doi.org/10.1093/fpa/orw010
Political Science Quarterly,0032-3195,10.1002/polq.13340,https://doi.org/10.1002/polq.13340
Public Opinion Quarterly,0033-362X,10.1093/poq/nfad023,https://doi.org/10.1093/poq/nfad023
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy007,https://doi.org/10.1093/jopart/muy007
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijp032,https://doi.org/10.1093/ijtj/ijp032
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjv062,https://doi.org/10.1093/publius/pjv062
International Studies Quarterly,0020-8833,10.1093/isq/sqv012,https://doi.org/10.1093/isq/sqv012
International Studies Quarterly,0020-8833,10.1093/isq/sqad007,https://doi.org/10.1093/isq/sqad007
Political Science Quarterly,0032-3195,10.1002/polq.12921,https://doi.org/10.1002/polq.12921
Public Opinion Quarterly,0033-362X,10.1093/poq/nfy045,https://doi.org/10.1093/poq/nfy045
International Affairs,0020-5850,10.1111/j.1468-2346.2012.01066.x,https://doi.org/10.1111/j.1468-2346.2012.01066.x
International Affairs,0020-5850,10.1093/ia/iix175,https://doi.org/10.1093/ia/iix175
International Affairs,0020-5850,10.1093/ia/iiab058,https://doi.org/10.1093/ia/iiab058
Political Science Quarterly,0032-3195,10.1002/polq.12466,https://doi.org/10.1002/polq.12466
European Journal of International Law,0938-5428,10.1093/ejil/chr022,https://doi.org/10.1093/ejil/chr022
European Journal of International Law,0938-5428,10.1093/ejil/chz006,https://doi.org/10.1093/ejil/chz006
Parliamentary Affairs,0031-2290,10.1093/pa/gsac012,https://doi.org/10.1093/pa/gsac012
Parliamentary Affairs,0031-2290,10.1093/pa/gss042,https://doi.org/10.1093/pa/gss042
International Political Sociology,1749-5679,10.1111/ips.2011.5.issue-2,https://doi.org/10.1111/ips.2011.5.issue-2
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muz021,https://doi.org/10.1093/jopart/muz021
International Affairs,0020-5850,10.1111/1468-2346.12646,https://doi.org/10.1111/1468-2346.12646
European Journal of International Law,0938-5428,10.1093/ejil/chz030,https://doi.org/10.1093/ejil/chz030
European Journal of International Law,0938-5428,10.1093/ejil/cht079,https://doi.org/10.1093/ejil/cht079
International Studies Quarterly,0020-8833,10.1093/isq/sqad055,https://doi.org/10.1093/isq/sqad055
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjw017,https://doi.org/10.1093/publius/pjw017
Public Opinion Quarterly,0033-362X,10.1093/poq/nfp088,https://doi.org/10.1093/poq/nfp088
Socio-Economic Review,1475-1461,10.1093/ser/mwr011,https://doi.org/10.1093/ser/mwr011
International Affairs,0020-5850,10.1093/ia/iiaa046,https://doi.org/10.1093/ia/iiaa046
Political Science Quarterly,0032-3195,10.1002/polq.v129.4,https://doi.org/10.1002/polq.v129.4
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/iju029,https://doi.org/10.1093/ijtj/iju029
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijz028,https://doi.org/10.1093/ijtj/ijz028
Policy and Society,1449-4035,10.1093/polsoc/puad014,https://doi.org/10.1093/polsoc/puad014
Political Science Quarterly,0032-3195,10.1002/polq.12599,https://doi.org/10.1002/polq.12599
African Affairs,0001-9909,10.1093/afraf/adt072,https://doi.org/10.1093/afraf/adt072
Science and Public Policy,0302-3427,10.3152/030234210x535273,https://doi.org/10.3152/030234210x535273
International Affairs,0020-5850,10.1093/ia/iiw057,https://doi.org/10.1093/ia/iiw057
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muz017,https://doi.org/10.1093/jopart/muz017
International Affairs,0020-5850,10.1111/1468-2346.12648,https://doi.org/10.1111/1468-2346.12648
African Affairs,0001-9909,10.1093/afraf/adr016,https://doi.org/10.1093/afraf/adr016
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pju006,https://doi.org/10.1093/publius/pju006
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy018,https://doi.org/10.1093/jopart/muy018
International Political Sociology,1749-5679,10.1093/ips/olw004,https://doi.org/10.1093/ips/olw004
Political Science Quarterly,0032-3195,10.1002/polq.13326,https://doi.org/10.1002/polq.13326
International Affairs,0020-5850,10.1093/ia/iiad275,https://doi.org/10.1093/ia/iiad275
Political Science Quarterly,0032-3195,10.1002/polq.12933,https://doi.org/10.1002/polq.12933
Political Science Quarterly,0032-3195,10.1002/polq.12523,https://doi.org/10.1002/polq.12523
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjt047,https://doi.org/10.1093/publius/pjt047
Public Opinion Quarterly,0033-362X,10.1093/poq/nfp097,https://doi.org/10.1093/poq/nfp097
Science and Public Policy,0302-3427,10.1093/scipol/scac058,https://doi.org/10.1093/scipol/scac058
Public Opinion Quarterly,0033-362X,10.1093/poq/nfs026,https://doi.org/10.1093/poq/nfs026
Socio-Economic Review,1475-1461,10.1093/ser/mwaa026,https://doi.org/10.1093/ser/mwaa026
Parliamentary Affairs,0031-2290,10.1093/pa/gsaa055,https://doi.org/10.1093/pa/gsaa055
Parliamentary Affairs,0031-2290,10.1093/pa/gsac008,https://doi.org/10.1093/pa/gsac008
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy030,https://doi.org/10.1093/hrlr/ngy030
Foreign Policy Analysis,1743-8586,10.1111/j.1743-8594.2010.00119.x,https://doi.org/10.1111/j.1743-8594.2010.00119.x
International Studies Review,1521-9488,10.1111/j.1468-2486.2011.01072.x,https://doi.org/10.1111/j.1468-2486.2011.01072.x
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjae036,https://doi.org/10.1093/publius/pjae036
International Studies Review,1521-9488,10.1093/isr/viae034.02,https://doi.org/10.1093/isr/viae034.02
Human Rights Law Review,1461-7781,10.1093/hrlr/ngt028,https://doi.org/10.1093/hrlr/ngt028
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edw027,https://doi.org/10.1093/ijpor/edw027
Science and Public Policy,0302-3427,10.1093/scipol/scac012,https://doi.org/10.1093/scipol/scac012
International Affairs,0020-5850,10.1093/ia/iix182,https://doi.org/10.1093/ia/iix182
European Journal of International Law,0938-5428,10.1093/ejil/chw037,https://doi.org/10.1093/ejil/chw037
Socio-Economic Review,1475-1461,10.1093/ser/mwu041,https://doi.org/10.1093/ser/mwu041
International Studies Review,1521-9488,10.1111/j.1468-2486.2012.01113.x,https://doi.org/10.1111/j.1468-2486.2012.01113.x
Political Science Quarterly,0032-3195,10.1093/psquar/qqad014,https://doi.org/10.1093/psquar/qqad014
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjw024,https://doi.org/10.1093/publius/pjw024
Policy and Society,1449-4035,10.1080/14494035.2019.1655834,https://doi.org/10.1080/14494035.2019.1655834
International Affairs,0020-5850,10.1093/ia/iiac083,https://doi.org/10.1093/ia/iiac083
European Journal of International Law,0938-5428,10.1093/ejil/chx038,https://doi.org/10.1093/ejil/chx038
European Journal of International Law,0938-5428,10.1093/ejil/chy072,https://doi.org/10.1093/ejil/chy072
Science and Public Policy,0302-3427,10.1093/scipol/scw013,https://doi.org/10.1093/scipol/scw013
International Affairs,0020-5850,10.1093/ia/iiy023,https://doi.org/10.1093/ia/iiy023
European Journal of International Law,0938-5428,10.1093/ejil/chs031,https://doi.org/10.1093/ejil/chs031
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edq029,https://doi.org/10.1093/ijpor/edq029
Foreign Policy Analysis,1743-8586,10.1111/fpa.12054,https://doi.org/10.1111/fpa.12054
Parliamentary Affairs,0031-2290,10.1093/pa/gsr012,https://doi.org/10.1093/pa/gsr012
European Journal of International Law,0938-5428,10.1093/ejil/chz005,https://doi.org/10.1093/ejil/chz005
Foreign Policy Analysis,1743-8586,10.1093/fpa/orab013,https://doi.org/10.1093/fpa/orab013
